question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will 'Lilo & Stitch' have the third best domestic opening weekend in 2025?,Yes,No,0.05000000000000002,3,1.02,1.02,1.03,1.02,75.42,0.01,100,0.0,0.0,32.58,33.85,44.4,18.02,9.48,0.23,0.28,0.26,3.5,0.01,True,will-lilo-stitch-have-the-third-best-domestic-opening-weekend-in-2025,57234655709791844959165355205441377919723855719396505617091997854557365388738,101882932102392021249121752404008454567485317478094785924849139520564745190405,0x1af0012d9cc00155745109c09b4d936ada46e4ab039c0d14545bea3c64687099
"Will Trump say ""Pocahontas"" in October?",Yes,No,0.04999999999999999,5,1.02,1.03,1.12,0.93,34.160000000000004,0.03,20,0.0,0.0,5.11,6.21,10.24,11.96,11.96,0.37,0.42,0.4,5.5,0.01,False,will-trump-say-pocahontas-in-october,63032618059534665929913532576353686272935041488362028545416565691351055471880,4056776698951741053045301724270985701959310871045101146711557513180385624132,0x1bd2f9509bb564117ae613ba01492be883b1ff03ec7b22d6eca7c6bf6bf67804
Will Grok have a MacOS desktop app live by December 31?,Yes,No,0.019999999999999907,5,1.02,1.03,0.89,1.17,24.869999999999997,0.04,50,3.32,9.58,7.09,6.48,9.7,8.54,5.75,0.68,0.7,0.69,4.5,0.01,False,will-grok-have-a-macos-desktop-app-live-by-december-31,14440638192058713232920975717566115428541123298322187132361311550327156862010,31770169643796213641877091277794069266899151529274093563265803719761888294817,0xae3fbb421663b30f5438e3bdce9b45af2069bad5b5ef16ec17c38553ea42c787
Will Citizens Financial Group (CFG) beat quarterly earnings?,Yes,No,0.030000000000000027,10,1.02,1.02,1.01,1.03,6.9399999999999995,0.15,200,0.0,0.0,0.0,0.0,1.41,1.98,3.55,0.7,0.73,0.72,3.5,0.01,False,cfg-quarterly-earnings-gaap-eps-2025-10-15-1pt03,91735190118803244080395327296080735601729778010606404810930585267661554274710,75640699930105559798490063643622739887141814567001897321916253282098701559537,0x46396867efc69c36b9ece504df9b8f9716658e30a0890920ed355b1ca681d9c0
Will Trump’s approval rating be between 43.5% and 43.9% on October 10?,Yes,No,0.020000000000000018,5,1.01,1.01,0.95,1.07,39.760000000000005,0.03,50,0.0,8.56,8.14,5.76,4.3,17.73,17.73,0.36,0.38,0.37,4.5,0.01,True,will-trumps-approval-rating-be-between-43pt5-and-43pt9-on-october-10,89254161278890532900441867833652630739374051778734129632255482200625021334147,30839958760469101844353271539866195746858296183218170170242730608234666404400,0xdd5e552bd762b1373b4ea461b06cb7c4d278885c8c8cd8538368edb39a68ea83
Ukraine election called in 2025?,Yes,No,0.010000000000000009,5,1.01,1.02,0.94,1.09,25.0,0.04,100,0.0,14.56,14.96,15.31,10.86,8.18,4.26,0.09,0.1,0.1,3.5,0.01,False,ukraine-election-called-in-2025,22255463452594162709449800579658835371746668793825841462318307382376621533755,57160884655103428512814247631012981773015723019889832549493437551469480061242,0xf3d74c153a35436ff82a5f78200104975c5841140ace763f2954adb340cca511
Will Trump agree to a tariff agreement with China in October?,Yes,No,0.04999999999999999,3,1.01,1.02,1.01,1.02,113.32,0.01,100,0.0,14.56,18.57,26.37,47.24,33.04,33.04,0.16,0.21,0.18,4.5,0.01,False,will-trump-agree-to-a-tariff-agreement-with-china-in-october,11141035532409844747515335788743375357901727535526321420512269871919345872549,82049331961866872866027700096595302216391247757884368295655800524437028414512,0x4b78f8b6648d53af3f68d088220e847a5e54776736d9baf4deb0677a8e10771c
Russia x Ukraine ceasefire by October 31?,Yes,No,0.0010000000000000009,30,1.01,1.05,1.33,0.77,55.400000000000006,0.02,200,0.0,0.0,0.0,0.0,0.0,27.21,20.89,0.022,0.023,0.02,3.5,0.001,False,russia-x-ukraine-ceasefire-by-october-31,16210420265704756151902479430645719985988113907781340892529981534678390874973,78492001513126765215977927465676404909312251129438234019964234079489804111350,0x63c6bddf7681c31a5a6be4a54bc7c682f7d171be45eae0178ff09d60fee21ef2
Will Israel annex West Bank territory in 2025?,Yes,No,0.03,5,1.01,1.02,1.17,0.88,30.060000000000002,0.03,100,0.0,0.0,0.0,5.22,6.78,5.32,14.62,0.12,0.15,0.14,3.5,0.01,False,will-israel-annex-west-bank-territory-in-2025,85785682588405021656457842535684631092421644138668313150634995982207853576835,19944177677553254349470965724047741931972195025071720469344329174372645884539,0xed93d55ad7cb70e6d7ab12dd7b955236c545c2f772f95b8a4659dcd85213b797
Will Pathward Financial (CASH) beat its quarterly EPS estimate?,Yes,No,0.04999999999999999,3,1.01,1.02,1.06,0.97,147.73,0.01,100,0.0,13.17,59.88,49.64,38.35,62.25,40.07,0.07,0.12,0.1,3.5,0.01,False,will-cash-beat-earnings-estimate-2025-09-19-1pt29,45225674090836074875140217972366545098053279992483138970451721690641542643157,45752821492678391468248627947920453413068799451957822579025113703027721184636,0x98db4dbbbb9fb6ab06522d7481c9fec51436df198afe78768a2e3e4787cb6c2e
Will Weapons be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.03,4,1.0,1.0,0.97,1.04,104.39,0.01,100,0.0,0.0,21.34,15.09,12.28,45.24,46.87,0.14,0.17,0.16,4.5,0.01,False,will-weapons-be-nominated-for-best-picture-at-the-98th-academy-awards,90399576495470588494910291378124940374846166689533768399931049914751962702949,12949172476215213844341509034073056774040418615062536188184967872653270688110,0x14c1ef5675273ed02b047832a67c77f2c91051cd2303fd1dd0dc0d2adf129cf2
Will Trump send the national guard to San Francisco by December 31?,Yes,No,0.03,4,1.0,1.0,0.97,1.03,89.61000000000001,0.01,50,0.0,0.0,0.0,0.0,6.43,41.59,41.59,0.2,0.23,0.22,4.5,0.01,False,will-trump-send-the-national-guard-to-san-francisco-by-december-31-759,64925961526095623114704960505541290300299137245349058771754363754454286648358,54728273425451146688356560487847558326996794298666319512970901254382532937937,0xd2f13b8323a4dcb9dc44e4a8d1a81b4f86afba2a88320dd7f627bc04373ec493
Will Harvey Weinstein be sentenced to between 10 and 20 years in prison?,Yes,No,0.45999999999999996,2,1.0,1.0,1.0,1.0,131.41,0.01,20,0.0,0.0,71.05,52.1,36.86,44.77,92.79,0.03,0.49,0.26,3.5,0.01,True,will-harvey-weinstein-be-sentenced-to-between-10-and-20-years-in-prison,15540133404064485946536607974212890170021691204987131841181394872998839987451,63603874958591978684257718702104189214159397118281244112857573557732401361881,0x3d495a3e05eaffe438bb1c2ab97ed57a79b0a6ab18a2ca6fa5b448e20ce70082
Will AL East win the 2025 MLB World Series?,Yes,No,0.22999999999999998,2,1.0,1.0,1.0,1.0,115.84,0.01,100,0.0,0.0,0.0,13.42,40.8,37.52,37.52,0.25,0.48,0.36,3.5,0.01,True,will-al-east-win-the-2025-mlb-world-series,47050871873785836557078690364071358843990403570913523884599946043321654274535,27612298011849300092102864047952651939421841192027328719419851778497679222879,0x5736a6d478ba4421e59b0a779cf6ad3bc25ecc4276548bc91ce9440fb7b93b07
Will the 2025 MLB World Series be won by a #6 seed?,Yes,No,0.94,2,1.0,1.0,1.0,1.0,301.94,0.0,100,9.29,10.84,13.83,12.28,97.36,102.29,102.29,0.01,0.95,0.48,3.5,0.01,True,will-the-2025-mlb-world-series-be-won-by-a-6-seed,7566553216740834607634017667852719417301303187031360074542573509737411944578,91522319140427458529084500810750783628357465231254490145408053331329772124849,0x0fae7b753e8878ca0d887312e76f71451ae4e249892e75818666a90d4d39e71f
Will the 2025 MLB World Series be won by a #1 seed?,Yes,No,0.59,2,1.0,1.0,1.0,1.0,113.72,0.01,100,5.62,13.32,21.88,25.91,27.44,43.14,43.14,0.11,0.7,0.4,3.5,0.01,True,will-the-2025-mlb-world-series-be-won-by-a-1-seed,107595596848583650732004882536544922187266918847448133307291677417418829584852,9690700508742453369258621594591101054390548521226247873682124764240695477488,0x50306077e249ce382ce1054d37228f51dad32fc48c002d0e379f5d643a251816
Will Zac Taylor be the next coach fired?,Yes,No,0.21000000000000002,2,1.0,1.0,1.0,1.0,151.4,0.01,50,13.46,15.44,11.25,9.56,68.97,26.15,56.28,0.24,0.45,0.34,4.5,0.01,True,will-zac-taylor-be-the-next-coach-fired-353,60450765603480607731439762518114343279932488724528679422254543210925684804040,79792858971697592209805574459742090629578836745651046367821454162967602136743,0x47fb98ef2c45f4b85660cd5752d35b40f4025060c23994f7a7ac4581be1da61c
Will AL West win the 2025 MLB World Series?,Yes,No,0.24,2,1.0,1.0,1.0,1.0,247.45,0.0,100,32.55,45.95,138.52,116.26,126.81,60.32,60.32,0.01,0.25,0.13,3.5,0.01,True,will-al-west-win-the-2025-mlb-world-series,410387551465831282939017684220163202572677609292400687090905175835201957185,72156188776173946897522606763529100845806292792182159090167933671823447889152,0x43fda20201ec4550fb9d791dd5314ea9713d6b18c73165d5ea72650a09587f88
Will the 2025 MLB World Series be won by a #2 seed?,Yes,No,0.59,2,1.0,1.0,1.0,1.0,152.66,0.01,100,116.31,70.95,51.73,38.44,74.2,39.23,39.23,0.01,0.6,0.3,3.5,0.01,True,will-the-2025-mlb-world-series-be-won-by-a-2-seed,36372988663960922445941615861870859062931131885419618557170303105059609511682,78538559637472362456057713602422936820019735273505143269654286172597452706981,0x88a79ea86071ec340d9a79410c1940411de99659a556df81dd1d42bc96c248f9
Will Brian Callahan be the next coach fired?,Yes,No,0.18999999999999997,2,1.0,1.0,1.0,1.0,112.31,0.01,50,24.07,19.36,15.35,13.27,32.6,41.73,37.98,0.17,0.36,0.27,4.5,0.01,True,will-brian-callahan-be-the-next-coach-fired,30927222394434499042721766284469606794134726929875108306219637892210668242656,18750938817924694919212267521701384071741242232739646263040843675174448258117,0x621cd4d81295483fd2e91b8526e5bd81dc69c67485b8bcec8b77f3fd7b7a6b86
Will a Sabrina Carpenter song reach #1 again this year?,Yes,No,0.11,2,1.0,1.0,1.0,1.0,163.26999999999998,0.01,100,0.0,0.0,0.0,49.83,69.06,48.76,35.63,0.05,0.16,0.1,3.5,0.01,False,will-a-sabrina-carpenter-song-reach-1-again-this-year,4156541309725993802054702265629902289870845273683346995910476578726009987194,113784223656710947642844666836926087253493722047558098047752044084069347440345,0x9b62b9d973da7c7a34dfe3b66664d1ffc56105becaa0ab6afcd2a8ab7211ea21
Bank of Japan increases interest rates by 25 bps after October 2025 meeting?,Yes,No,0.08000000000000002,2,1.0,1.0,1.0,1.0,101.77000000000001,0.01,50,116.79,148.98,110.38,82.64,59.35,24.77,17.46,0.09,0.17,0.13,4.5,0.01,True,bank-of-japan-increases-interest-rates-by-25-bps-after-october-2025-meeting,5359509618319544058845744288958002689034781895551424080758016587619558974619,79457208444893155689467040012072626818135822911453098091376004563109079385831,0x4ff8f623fbd444bd20761798c874cf23054542f75c223285fc6fc4ebea6e0ef3
Will Jay Kelly be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.04000000000000001,4,1.0,1.0,0.98,1.03,103.0,0.01,100,0.0,5.42,3.88,2.77,6.73,51.82,44.45,0.23,0.27,0.25,4.5,0.01,False,will-jay-kelly-be-nominated-for-best-picture-at-the-98th-academy-awards,101446935377549416559760293625216197993522512578984705343605468784801392522289,45772359527991949520789745759281886363754013510974583573901757629383671760035,0x21abf1df8d15831c261ea126c0de3f0ad47444e1a4e4f5fd70534335442c859e
Will the 2025 MLB World Series be won by a #4 seed?,Yes,No,0.95,2,1.0,1.0,1.0,1.0,166.38,0.01,100,4.69,9.07,10.56,11.77,15.18,75.6,75.6,0.01,0.96,0.48,3.5,0.01,True,will-the-2025-mlb-world-series-be-won-by-a-4-seed,115685581235236658548375491042863371426659641155321274643890228119719016803317,35042881703181208681178259253096886787173859922699868183318214115573450859475,0xdb37faad28c3f25395db18c41921be55b9a29bff4033f01eaab24ed9c9b7a144
Will AL Central win the 2025 MLB World Series?,Yes,No,0.23,2,1.0,1.0,1.0,1.0,249.75,0.0,100,16.87,34.09,30.22,74.99,91.77,78.99,78.99,0.02,0.25,0.14,3.5,0.01,True,will-al-central-win-the-2025-mlb-world-series,5119982534086180733360721298036116609526225900943108639428297095505975336580,113739756905482252241391593770649773814736564729909879051041589855394621620970,0xa3d653d8b418f3708908e882eed60e8b7446ff48aab846df97f3714e545419fc
"Will Elon Musk post 260-279 tweets from September 30 to October 7, 2025?",Yes,No,0.028,20,1.0,1.04,0.77,1.3,240.76,0.0,50,203.9,190.71,176.71,151.8,124.53,56.01,60.22,0.019,0.047,0.03,3.5,0.001,True,elon-musk-of-tweets-september-30-october-7-260-279,69746862940104998649729682534544888361315794616348602509370321757159740750648,100308434359430680522523614100413264215353209979022499009934957875101330369035,0xdc8750fcdde12dfb3ff5ad85df380d5aca1effe7699caffcf05f850a6ee81496
Will any presidential candidate win outright in the first round of the Brazil election?,Yes,No,0.1,2,1.0,1.0,1.0,1.0,87.64,0.01,100,17.32,18.27,18.16,20.33,34.9,28.21,26.74,0.12,0.22,0.16,3.5,0.01,False,will-any-presidential-candidate-win-outright-in-the-first-round-of-the-brazil-election,29464249359795764732112771440808805030560641430581197204785405866716242261762,45822599979868501396582860994506290061594012396386219725082308923565779306211,0x087469b4129c64c688397028059dfd366796adbd426e0079ee4cfdd2e4a07b61
Will Bernie endorse Kshama Sawant for WA-09 by Nov 2 2026 ET?,Yes,No,0.96,2,1.0,1.0,1.0,1.0,0.0,N/A,20,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.02,0.98,0.5,4.5,0.01,False,will-bernie-endorse-kshama-sawant-for-wa-09-by-nov-2-2026-et,82924591030419390649945107956366329459342453014204495918712243498287775914589,71441578579527723840294651825922843760099816515895816768244443656762671705984,0xb44fe13de8e6e3f0e1232613dd9a79f0a898672a41d608a9cd57e340ba6e9185
Will Pope Leo XIV meet with Recep Tayyip Erdoğan in 2025?,Yes,No,0.17000000000000004,2,1.0,1.0,1.0,1.0,5.1899999999999995,0.19,20,0.0,0.0,1.74,1.23,0.87,1.65,4.78,0.73,0.9,0.82,3.5,0.01,False,will-pope-leo-xiv-meet-with-recep-tayyip-erdoan-in-2025,11090895268281215596623851746377280303962618726098535358884341816664039488376,64617449157695777105981990004010517425950396446133449909732826856514166198937,0x97f7ac6f9488a6c3470e8d0305bbde37f76692a78374cbef803946bdeac07e48
Will the U.S. tariff rate on China be between 25% and 40% on November 12?,Yes,No,0.14,2,1.0,1.0,1.0,1.0,27.52,0.04,100,3.18,1.93,1.39,0.99,2.31,2.26,18.9,0.64,0.78,0.71,3.5,0.01,True,will-the-us-tariff-rate-on-china-be-between-25-and-40-on-november-12,98329250893638367004027700278257637598694339949653776645150029544719501267752,78957234120306512999983546919202043317845643248065740184743419032709180315513,0xa4bdb50db073da1c1ea7bbebe1a1fda29ada113f9e863dc2cd3f37b2295ce4b7
Will Sinners win Best Film Editing at the 98th Academy Awards?,Yes,No,0.009999999999999981,5,1.0,1.04,0.76,1.32,23.08,0.04,50,0.0,0.0,0.0,0.0,0.0,11.54,11.54,0.17,0.18,0.18,4.5,0.01,True,will-sinners-win-best-film-editing-at-the-98th-academy-awards,89030206793563500904260609341730125141446058752638409438690179101657405162308,61521239802767536714300619467113884174956897443064371625090064498238633706721,0xab381b2d2ec1de40e35f2cf6beb6b46a183d360d46f2b587e8709bde3f1db7ed
Will Infinex launch a token in 2025?,Yes,No,0.18,2,1.0,1.0,1.0,1.0,23.310000000000002,0.04,50,0.0,0.0,0.0,0.0,5.56,9.15,16.9,0.25,0.43,0.34,3.5,0.01,False,will-infinex-launch-a-token-this-year,41632979879114130174701993153346225296169672835346969479539255282417892464542,90997710006008079660454380468148163363812324233171941224821301146973221871642,0x7eb072a6d0df604d1e2fa364f76914da8bdf1c7e6fc906edfbfbc4a997c1df2b
Trump charges Member of January 6 committee?,Yes,No,0.46,2,1.0,1.0,1.0,1.0,23.48,0.04,100,0.0,0.0,0.0,0.0,0.0,2.82,14.59,0.32,0.78,0.55,3.5,0.01,False,trump-charges-member-of-january-6-committee,79809229546531130801413640714891791145904549073790696795397190871258991529170,64565320670083143356060201596370639994773954744417425078979911290193149013016,0xf962d33a4fadaa6bc01b2041d70d889270fa484e718fbf1a2c6ba5d6822e9ca3
Will Pete Hegseth leave the Trump administration in 2025?,Yes,No,0.020000000000000004,5,1.0,1.01,0.89,1.13,23.950000000000003,0.04,50,0.0,0.0,0.0,0.0,5.89,9.48,8.14,0.08,0.1,0.09,3.5,0.01,False,will-pete-hegseth-leave-the-trump-administration-in-2025,107944000384928360469688316812274200569128324806289144851699644671442159026550,85506849301279738542542065390214069955782557928080639317953457025824471727695,0x80dbcce5a1e4e4a1dc769a1d3ed66ef704a4c578da49423438a605bb2c3915ec
Brazil’s 12-month inflation below 5.50% for December 2025?,Yes,No,0.10000000000000009,2,1.0,1.0,1.0,1.0,5.41,0.18,50,5.23,3.18,2.28,1.62,1.73,2.07,1.98,0.83,0.93,0.88,3.5,0.01,False,brazils-12-month-inflation-below-5pt50-for-december-2025,106306316630509650057995374891685252319938872421261864514225685401839433488911,48075209557370896983851038562460854639186286469417510882937568810006919132764,0x52bcacee91873a53b46d49231b04329b013d6ff38a82b9ac788d96bc907a8f1e
Adam Schiff federally charged by December 31?,Yes,No,0.21999999999999997,2,1.0,1.0,1.0,1.0,56.56,0.02,100,18.38,14.44,12.05,11.21,13.14,19.5,20.78,0.2,0.42,0.32,3.5,0.01,False,adam-schiff-charged-by-december-31,73784678073084912500405187324751947005768244669471505812813761157595247507387,42021390510097525328576584497692000957656774337048875997648804696229492851028,0x469c8d7aff539738763a38bf67ac287402224df0a713a26438751563e8276742
Elon no longer world's richest before 2026?,Yes,No,0.010000000000000009,10,1.0,1.04,0.73,1.36,29.619999999999997,0.03,100,0.0,0.0,0.0,0.0,10.09,9.2,14.72,0.22,0.23,0.22,3.5,0.01,False,musk-no-longer-richest-person-in-the-world-by-end-of-year,19800873024925147381616024300840251372227147254808142335491422313237502183636,114207730897242319587191499844255330281456578655028366832535927694440556938672,0x3bc785525e9bb8e8f2e64ed116ee8b8169abca30a2beaa1b366365f220dbb1e0
Will Lilo and Stitch be the second highest grossing movie of 2025?,Yes,No,0.09999999999999998,2,1.0,1.0,1.0,1.0,43.27,0.02,100,0.0,0.0,3.98,2.82,2.31,11.64,23.43,0.38,0.48,0.43,3.5,0.01,True,will-lilo-and-stitch-be-the-second-highest-grossing-movie-of-2025,69167371381248144763955255639282758615180655367654482265381163421928158684355,47839900550936475657941589439519721251357846216261949453185234270246778570387,0x0587d2dba85e8bb749d03e17fac3697e56467b57abf5442691e3d2b87dde05e8
Will 'Avatar: Fire and Ash' have the second best domestic opening weekend in 2025?,Yes,No,0.18999999999999997,2,1.0,1.0,1.0,1.0,30.160000000000004,0.03,100,0.0,0.0,6.53,4.63,3.79,12.31,18.94,0.17,0.36,0.26,3.5,0.01,True,will-avatar-fire-and-ash-have-the-second-best-domestic-opening-weekend-in-2025,17226240427522014032234444549913905174961026326174740019332239446584275048368,22549639406965867506625705714110020265248692891574772294714132589745111326495,0x2d74251c771c3000ee080e2663c94e20280f86c3c11f289228349555c2d82e8d
Will 'A Minecraft Movie' have the second best domestic opening weekend in 2025?,Yes,No,0.31000000000000005,2,1.0,1.0,1.0,1.0,30.96,0.03,100,9.49,13.01,12.18,11.18,11.64,4.92,24.3,0.15,0.46,0.3,3.5,0.01,True,will-a-minecraft-movie-have-the-second-best-domestic-opening-weekend-in-2025,67760838192334031085135894506678466720382662840420351005634112727260504316312,111152233708851337819871451992111737679131527779169774344653125320083623484609,0x60d9067fa29c8b2be6db55f578ac722dfe8cfd98b68ee793500a7c19c53d9c7c
