question,answer1,answer2,neg_risk,spread,best_bid,best_ask,rewards_daily_rate,bid_reward_per_100,ask_reward_per_100,gm_reward_per_100,sm_reward_per_100,min_size,max_spread,tick_size,market_slug,token1,token2,condition_id
Will the California redistricting referendum pass by 20-30%?,Yes,No,True,0.040000000000000036,0.3,0.34,3,0.35,0.89,0.56,0.62,50,4.5,0.01,will-the-california-redistricting-referendum-pass-by-20-30,64545989010773541261819649075208605920822042192841562381513741924987050566592,56586338658238466885330952416755883045042586463396873989878892951759860216044,0xdf10c3f9b000723997c6f13db60e09ca6624988bab843fe1a9ced8605ac5e5d0
Will League of Cities and Communes (LOC) be part of the next Government of the Moldova?,Yes,No,False,0.034999999999999996,0.002,0.037,3,0.97,0.13,0.36,0.55,20,5.5,0.001,will-league-of-cities-and-communes-loc-be-part-of-the-next-government-of-the-moldova,104628106194954222297662587715881538317373455379588552297371054496478176490882,82671716142504082351280364559950680171875190753934918316179270092606854583084,0x18d3a329bc004ffa230a47905e219957238fddad2ab0eab4bc60834192a91c83
Will Elon and DOGE cut 150-200k employees in 2025?,Yes,No,True,0.03,0.19,0.22,3,0.78,0.79,0.78,0.78,50,3.5,0.01,will-elon-and-doge-cut-150-200k-employees-in-2025,17233973063443655264056149140261706801123070716050395256976577064874986381462,62507079221457239933603647251632711939307336110019142507263640917896167185301,0x17b9d9abd9064c5d892b522ddb245fdc853183b20dd5001aba4294ebd1c371b8
"""The Smashing Machine"" Rotten Tomatoes score is between 80 and 89?",Yes,No,True,0.001,0.0,0.001,3,0.0,0.45,0.0,0.22,20,5.5,0.001,the-smashing-machine-rotten-tomatoes-score-is-between-80-and-89,26870431271287881781492006207326200305672962635955042396007598596276059933412,86424672609419827902992979811918378177963908320442136654855257729484249921903,0x7da7834679a4e184d0a466512071302328c4b48e61b850fd8b7e549a3f85ec8c
Will Alessandro Tomasi win Tuscany Regional Election?,Yes,No,True,0.004999999999999999,0.008,0.013,3,0.46,0.18,0.29,0.32,50,3.5,0.001,will-alessandro-tomasi-win-tuscany-regional-election,41022274229983916234983202992839597290248841602110616699418459865789327733788,83126674746123057756861081301608312101779683591236601809083086079824680367793,0xe14065c15c25d4013fd70a04888630ae63243009e4b1309dd59daa296fac9f23
Will Zootopia 2 be the second highest grossing movie of 2025?,Yes,No,True,0.06,0.13,0.19,3,1.13,1.17,1.15,1.15,100,3.5,0.01,will-zootopia-2-be-the-second-highest-grossing-movie-of-2025,51308918798353567913287901652226786714290184282017439808664013401806665508366,105049416434528471923630023295015346279087599224221863813332876520191515337750,0x4ad96368acf470feced777fb8eca2433fb50e425c4d0ebd7ca2971085dad8af8
"Will exactly 56 U.S. senators vote ""Yea"" on the next funding bill by October 31?",Yes,No,True,0.018,0.018,0.036,3,0.24,0.18,0.21,0.21,50,4.5,0.001,will-exactly-56-us-senators-vote-yea-on-the-next-funding-bill-by-october-31,38367815798640005485266285484013290870929488034026957874808761184029162505960,12165937390737067148032366886488929843139198007570938280119694945493907022111,0xfc8d0f2739e51bd3f0adce37036976a2fd546eeee20bff2924f1b39f3069a501
Will Trump announce Kevin Hassett to replace Lisa Cook?,Yes,No,True,0.018,0.012,0.03,3,0.34,0.11,0.19,0.22,20,5.5,0.001,will-trump-announce-kevin-hassett-to-replace-lisa-cook,71352218323796424368232244822576669332274674361853235027766179493996540361701,2180299606010681846676974788092750518922285743101033817614663582543617069719,0x4869d9e415289a1233315d7956c1f55291753e97c18487c98f83501e604365cc
Will Douglas Aibel & Nina Gold (Jay Kelly) be nominated for Achievement in Casting at the 98th Academy Awards?,Yes,No,False,0.03,0.06,0.09,3,0.7,0.81,0.75,0.76,50,4.5,0.01,will-douglas-aibel-nina-gold-jay-kelly-be-nominated-for-achievement-in-casting-at-the-98th-academy-awards,105308315273781210139418371103926737741297599015519140012491299480798147313900,81153825913459654255188934730618279153312513317025921819797982816015592158469,0xbd8902c15beb23ca1b3e3840029c96280a6cfd9fc91fff9c3dbeb45de248b7b1
Will Elon and DOGE cut 50-100k employees in 2025?,Yes,No,True,0.010000000000000009,0.12,0.13,3,0.79,0.78,0.78,0.78,50,3.5,0.01,will-elon-and-doge-cut-50-100k-employees-in-2025,91081203669814582730508486628471496884271692529871883762953864408372920906805,10289833751754937308043267208111186597860591500522056283976598897817778774301,0xb331efeaaff0f0ce986b071bd212ecfa121298427f98e61d22296c4db9d61b50
Will Google have the best AI model on October 31?,Yes,No,True,0.010000000000000009,0.91,0.92,3,0.1,0.07,0.08,0.08,20,3.5,0.01,will-google-have-the-best-ai-model-on-october-31,91628359749158311314019624733597668019446393165906502730574124162011637373895,39517800251026507774178380052284920341670135332923370276696966208375439411457,0x5f378adb0bcd8bb569af3ec52e1e87ccd6242de27ec205d220b9369ac2a13fc9
"U.S. agrees to a new trade deal with ""South Korea""?",Yes,No,False,0.010999999999999996,0.079,0.09,3,0.11,0.12,0.11,0.12,50,4.5,0.001,us-agrees-to-a-new-trade-deal-with-south-korea,5387225204087783518802178465274078547261862932574892838425263565124999003543,59927473242050093162669440180385303357875902136937189920756140675818954604652,0x64ba1578a1351ede65fd74d8ad1ab7503da8b67f1bcf6f1a8068d86b1f40425b
Will Party for Freedom win the third most seats in the 2025 Netherlands parliamentary election?,Yes,No,True,0.019999999999999997,0.04,0.06,3,0.34,0.68,0.48,0.51,100,3.5,0.01,will-party-g-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-544,110104702051890829922234401602352570368230762982591826022473678521360261378658,18792769871004479831087414352058269309929961196171836944626106585382474363387,0x1b91f7ed69ccb04ef2fc8809a13be0dea2d9caffae1526d055694af1c56c8f61
Yoon out of custody in 2025?,Yes,No,False,0.010000000000000009,0.09,0.1,3,0.25,0.87,0.47,0.56,200,3.5,0.01,yoon-out-of-custody-in-2025,58771256696953237955882417655184880359731930636579513212737131377662653577664,92866478340044524398708902591506667789577196998123013503711701566293475170948,0xb011c13f62270ccb4e9583aefd83b17a4168edc3e3e86ad518125a56fd33b2c6
Will Bret Howe & Mary Vernieu (Wake Up Dead Man) be nominated for Achievement in Casting at the 98th Academy Awards?,Yes,No,False,0.02999999999999997,0.39,0.42,3,0.62,0.56,0.59,0.59,50,4.5,0.01,will-bret-howe-mary-vernieu-wake-up-dead-man-be-nominated-for-achievement-in-casting-at-the-98th-academy-awards,81851099957356689937714094056719342398369554781109569424683791042748189278865,4446956863670046704898044442398542155768367699916039602101766646619004026428,0x53e48967503ac706d74454cfff17bb1f8dd5528d237421a01896264a7ef35240
Will Rodrigo Paz Pereira win by 10–15%?,Yes,No,True,0.013999999999999999,0.076,0.09,3,0.11,0.13,0.12,0.12,100,3.5,0.001,will-rodrigo-paz-pereira-win-by-1015,82964121516571000254108135917556932062742256858884096174812426934261413154606,26341114748242346673316134462783881454788243639242149203197015137837515326173,0xd3cc6c78b506f6757a3e10669efa277acc9800c1378abbaf956e9f0fd4052699
Will the Milwaukee Brewers lose the World Series?,Yes,No,True,0.039999999999999994,0.05,0.09,3,0.84,0.93,0.88,0.88,100,3.5,0.01,will-the-milwaukee-brewers-lose-the-world-series,98208420361874936580241263177750475146086326471564978356856893746582607224612,111186365637518175527362568919110558995833384329425975858554635742558295986481,0xd625be343f86368ca16a5faeba8a3db0f829af0721dd9b2558b0c0ab7b5924c8
New Coronavirus Pandemic in 2025?,Yes,No,False,0.0040000000000000036,0.031,0.035,3,0.05,0.11,0.07,0.08,100,3.5,0.001,new-coronavirus-pandemic-in-2025,99930667312263984662350429779633238405479730919491509940964188248931566664629,78562750689279665339689342863662389835805807893509611333110391986293366842681,0x35915279267a71c7a89e07747e645107bd7720209a7ac145ab36af6c6ac35c67
Will Donald Trump issue 3 executive orders in the week of October 10?,Yes,No,True,0.08,0.08,0.16,3,1.5,1.5,1.5,1.5,100,4.5,0.01,will-donald-trump-issue-3-executive-orders-in-the-week-of-october-10-933,71844493273452386213338691118030303766416436206670322428453109737324566045984,62936957301842139495088872590236938078563087876968838304040645725913545599710,0x7a9fadf4a79c744f9b42bca666173130d59bd3b70cf545aa51aa2efe2fe36e1f
Will Cuomo x Mamdani debate one time before election?,Yes,No,True,0.009999999999999981,0.2,0.21,3,0.75,0.82,0.78,0.78,50,4.5,0.01,will-cuomo-x-mamdani-debate-one-time-before-election,89366174148818184129125291864486060380056490245652353928441883506498864922803,77922581243991368261649587696912056274517294995585950881631242785331437453148,0x168ea105fdaca9d81ad0b4d4bd99c884d6248d775b7071a7c370bd875e28cd8f
Israel x Iran ceasefire broken by December 31?,Yes,No,False,0.020000000000000018,0.36,0.38,3,0.69,0.57,0.63,0.63,20,3.5,0.01,israel-x-iran-ceasefire-broken-by-december-31-374,106065186496757066019726659690787292180198980853486977438435043697482467425021,2626981440202580621200943960787013017849901644589853023147576914398535144278,0xf4b2d2cc364a536813bb400a0aac9dce912e8c880f4f368bdbcc59256d50a3f0
Will The Life of a Showgirl by Taylor Swift be the top Spotify album for 2025?,Yes,No,True,0.0040000000000000036,0.092,0.096,3,0.1,0.13,0.11,0.12,100,4.5,0.001,will-the-life-of-a-showgirl-by-taylor-swift-be-the-top-spotify-album-for-2025,106956242484783805492092853338167144804126316356454133937295656468777508603347,22849256108589185037185304316413912425251880444217624011325078965237516243839,0x0cbb9c5ae1383c90593876615bfb7b1d3d9a4280957dc3fa109f8af214048971
Will Robin D. Cook (Frankenstein) be nominated for Achievement in Casting at the 98th Academy Awards?,Yes,No,False,0.03,0.15,0.18,3,0.67,0.68,0.67,0.68,50,4.5,0.01,will-robin-d-cook-frankenstein-be-nominated-for-achievement-in-casting-at-the-98th-academy-awards,67165402104946146937464017529198124241704176646691234823942806487451593115508,78231198708880432607398668882356257627550700283047805968342367595307138997433,0xabf5a06d4a3138b7f8e008d6182cc73a9dd5a3de680b84d53d247e1d4383cc25
Will The Smashing Machine win Best Makeup and Hairstyling at the 98th Academy Awards?,Yes,No,True,0.03,0.14,0.17,3,0.61,0.71,0.66,0.66,50,4.5,0.01,will-the-smashing-machine-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,8299573239445186994568531508013691173216239706938659793524049744714534361185,63517965792878281967713845601149598064327466942907277835192328332816440646949,0x3059487808338da29c8bfb5f0a76cd115a1576e64b432947f255923b55addd77
Will Trump agree to a tariff agreement with Germany in October?,Yes,No,False,0.013,0.01,0.023,3,0.29,0.18,0.23,0.24,100,4.5,0.001,will-trump-agree-to-a-tariff-agreement-with-germany-in-october,41588483957898753113665855488532165135900752199451115573470276032301651088513,105230348297440268156691455818340752085928011089480501428381077676498313526075,0x0481aee42d7679f91071834a4c001b79e28c26d6ecf0b0ff14444aad3f38cc2c
Will SpaceX have between 160-179 launches in 2025?,Yes,No,True,0.020000000000000018,0.88,0.9,3,0.24,0.23,0.23,0.24,50,3.5,0.01,will-spacex-have-between-160-179-launches-in-2025,88248337067322894307888785339647628396834896780558147389971514634163023652747,5904044160997049013148570015239074600379777550312104301730921902877118741441,0x125c09306c5482d6c1512bc2cd6b31ad43f8cab0aa3c94a3306eb9091ed96072
Will Jafar Panahi be nominated for Best Director at the 98th Academy Awards?,Yes,No,False,0.020000000000000018,0.29,0.31,3,0.57,0.55,0.56,0.56,50,4.5,0.01,will-jafar-panahi-be-nominated-for-best-director-at-the-98th-academy-awards,19813358769999601313496421406269531396987267856320218997919464234810556317287,21768083646239722817199266772833880148112047465681111811804579616950326498604,0x73567f5048dba03ce278101711b7a14645087a7c7f648ebbaaf66c7c62f310cb
Will Donald Trump issue 2 executive orders in the week of October 10?,Yes,No,True,0.08000000000000002,0.3,0.38,3,1.5,1.5,1.5,1.5,100,4.5,0.01,will-donald-trump-issue-2-executive-orders-in-the-week-of-october-10-738,13374421560470759170773699695223021780888447362436306632841360991968885690266,43043459078750724861244188432341860882111519715101417073371387789348955004629,0x428e3d258259d9bdc6a57121ed05348eaadc6be84d02e1d4b235a5ac9bbf573c
Will Elon and DOGE cut more than 200k employees in 2025?,Yes,No,True,0.029999999999999916,0.54,0.57,3,0.64,0.71,0.67,0.68,50,3.5,0.01,will-elon-and-doge-cut-more-than-200k-employees-in-2025,34476545785914941881656527464735112492086401352817768200084987363431601949103,113539289432420637318674586687841629359682175759940951988465667747569448339206,0x1fbb0f30bb2022050a423ebfb83477501c2967e207517c726f606438aa6ea428
Han Duck-soo in jail by December 31?,Yes,No,False,0.039999999999999994,0.08,0.12,3,0.89,0.97,0.93,0.93,200,3.5,0.01,han-duck-soo-in-jail-by-december-31,110776504297189714536048832403611335079384643034625583463012384270584207258110,1530485378996827987344596851399746506361028395927897976000042643078328638971,0xe52911e9cebf6fbdaf786af2db6a33a4c1558d5303b0ea28262fcced1a0d7abe
Will Microsoft be the largest company in the world by market cap on December 31?,Yes,No,True,0.009999999999999995,0.1,0.11,3,0.6,0.62,0.61,0.61,50,3.5,0.01,will-microsoft-be-the-largest-company-in-the-world-by-market-cap-on-december-31-2025,51657657151055530627321198005838882818455292318658915621742481565942363716363,11283302747327789018087926846254253631780904936940686956275996205259552151441,0x5a542fe246448e58671948b2f28bb746d7694172ad3c57b28d5cf86126834cf0
Will Donald Trump visit Israel in 2025?,Yes,No,False,0.03999999999999998,0.31,0.35,3,0.91,0.93,0.92,0.92,50,3.5,0.01,which-countries-will-donald-trump-visit-in-2025-will-donald-trump-visit-israel-in-2025,4621673823224243647421573619084256895915888314740571682610340132344793197576,16150801350673542874263886215391843385400247288955196222888798080215981201844,0xf29206e094291d7886156a5be3f29e0a078e324f20e5c9ed930d540bdc713bad
Will the Los Angeles Dodgers be eliminated in the League Championship Series?,Yes,No,True,0.49,0.01,0.5,3,1.5,1.5,1.5,1.5,100,3.5,0.01,will-the-los-angeles-dodgers-be-eliminated-in-the-league-championship-series,9173618819625012592831109607725351766344773766861399503674946479224772984724,12841761401726526534305241811047203064336994918291585238092959006915143782214,0xf737229aefe53a21e2080d81084040b421533f2ef5f92c158b85003c0cc64c3d
Will Rodrigo Paz Pereira win by 5–10%?,Yes,No,True,0.03999999999999998,0.14,0.18,3,0.85,0.9,0.87,0.88,100,3.5,0.01,will-rodrigo-paz-pereira-win-by-510,54975726905157328339398957113530346020264698699757920061836519377336580356968,34309545775518072701781745815486340919505922581475415813218988735380032824046,0x0c3b65c7bb09f687af5c85265f49a6aa6fcf8cea3c0406f963eb82a6f58dc41e
Will LLA win the most seats in the Chamber of Deputies following the 2025 Argentina election?,Yes,No,True,0.029999999999999916,0.54,0.57,3,0.68,0.59,0.63,0.64,100,3.5,0.01,will-lla-win-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,33902570674321993429070657260862319864678287275050842190985023439088144864342,35826232740660977674979356986380099364001768876924704607046626079935425971161,0xb51f2db5996c86c3fdbac6d67d0fdead997d959ce0d86bad5203d16ee746da17
Will Donald Trump issue 4 executive orders in the week of October 10?,Yes,No,True,0.009999999999999998,0.02,0.03,3,0.24,0.15,0.19,0.2,100,4.5,0.001,will-donald-trump-issue-4-executive-orders-in-the-week-of-october-10-354,64220813808960505888724638490108819524820203894019109918230052555491814416986,66891646500109110768404212620136703330715031401843515539907719527307566032042,0xa0aa84a867f417c2711e442e12690de563771a46183d49b7d1953693b74b8b1e
Will Trump veto a bill in 2025?,Yes,No,False,0.020000000000000004,0.08,0.1,3,0.55,0.49,0.52,0.52,200,3.5,0.01,will-trump-veto-a-bill-in-2025,54389597216229148495628019962915607917222755411397660508145514903128166725647,19260485788040676148045800117716748115518154471206580427063890854414614958536,0x1cce060810f3deb1a020db6d7e00a1bc7ecd4cc11a531613742bede29702934b
Will the Los Angeles Dodgers be eliminated in the Division Series?,Yes,No,True,0.03,0.23,0.26,3,0.19,0.48,0.3,0.34,100,3.5,0.01,will-the-los-angeles-dodgers-be-eliminated-in-the-division-series,76521605091867571127844996238347731025108915400197649802474174302721377841082,93120782776969548716066929242094942931012549222828707280036837909722201348488,0xbaa7bbff3f07b6848e671bdfd732762e0be9f2d23d59f9bfa6a32e25e83a2061
Will Lucy Bevan & Emily Brockmann (F1) be nominated for Achievement in Casting at the 98th Academy Awards?,Yes,No,False,0.03,0.08,0.11,3,0.74,0.78,0.76,0.76,50,4.5,0.01,will-lucy-bevan-emily-brockmann-f1-be-nominated-for-achievement-in-casting-at-the-98th-academy-awards,26386280888999625683746147654341484215472729421097286735286391205149757361877,96425688258615718783591089456436552987300250530365800879260504592774677159779,0xb5f2b72b577ec8c749be4b0984c2cf123e78887b8f3b967c4be140c0a353993d
Will the Toronto Blue Jays win the 2025 MLB World Series?,Yes,No,True,0.48,0.02,0.5,3,1.5,1.5,1.5,1.5,100,3.5,0.01,will-the-toronto-blue-jays-win-the-2025-mlb-world-series,98209866883499797988307774878432466300726619552858533599373903517064595957929,89456133497161450891847385757908432140841326470187181484833367247376379035553,0x7b30456ce0803687b033d9d56d9b20fe861c407d3599a5159199ad58d8c21039
Will Trump announce Chris Waller to replace Lisa Cook?,Yes,No,True,0.0010000000000000009,0.02,0.021,3,0.3,0.11,0.18,0.2,20,5.5,0.001,will-trump-announce-chris-waller-to-replace-lisa-cook,18589708230272875246248035557409141175590680145198083830602654179391692306392,63267916788251678019376512581063244691584411935467618493556336946534489327297,0x6d1bc5a41676809de32dfb58f57892afefe50877c2807e1847ddc0f338d9485d
